shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lat,shape_pt_lon
882116,30,,14.620960000000002,121.04892999999998
882116,31,,14.62299,121.05329
882116,32,,14.62769,121.06283
882116,33,,14.62804,121.06504
882116,34,,14.62841,121.06689
882116,35,,14.62883,121.06809
882116,36,,14.63111,121.07303
882116,37,,14.63252,121.07599
882116,38,,14.632550000000002,121.07657
882116,39,,14.632300000000004,121.0774
882116,40,,14.631840000000002,121.07781
882116,41,,14.630680000000002,121.07873
882116,42,,14.62596,121.08204
882116,43,,14.62434,121.08357
882116,44,,14.62392,121.08406
882116,45,,14.62326,121.08479
882116,46,,14.623,121.08512
882116,47,,14.6223,121.086
882116,48,,14.6223,121.086
882116,49,,14.6223,121.086
882116,50,,14.62227,121.08603
882116,51,,14.62221,121.08601
882116,52,,14.622559999999998,121.08565
882116,53,,14.622299999999996,121.08599999999998
882116,54,,14.622299999999996,121.08599999999998
882116,55,,14.622299999999996,121.08599999999998
882144,0,,14.5339,120.998
882144,1,,14.53486,120.99874
882144,2,,14.53613,120.99975
882144,3,,14.53754,121.00074
882144,4,,14.53823,121.00078
882144,5,,14.5412,121.0002
882144,6,,14.54471,120.99941
882144,7,,14.54778,120.99861
882144,8,,14.55152,120.99775
882144,9,,14.55571,120.99681
882144,10,,14.55779,120.99634
882144,11,,14.56126,120.99561
882144,12,,14.5628,120.99513999999998
882144,13,,14.56419,120.99450999999998
882144,14,,14.5679,120.99281999999998
882144,15,,14.57046,120.99152999999998
882144,16,,14.57297,120.99011
882144,17,,14.57625,120.9882
882144,18,,14.57908,120.98664
882144,19,,14.58198,120.98501
882144,20,,14.58408,120.98382999999998
882144,21,,14.5861,120.98264999999998
882144,22,,14.58713,120.98204999999996
882144,23,,14.58772,120.98212999999996
882144,24,,14.58867,120.98225999999995
882144,25,,14.59177,120.98193999999997
882144,26,,14.5943,120.98116999999996
882144,27,,14.59615,120.98068999999995
882144,28,,14.59764,120.98092999999996
882144,29,,14.59889,120.98133999999996
882144,30,,14.60188,120.98184999999998
882144,31,,14.605300000000002,120.982
882144,32,,14.60939,120.98233
882144,33,,14.61315,120.98263
882144,34,,14.61579,120.98270999999998
882144,35,,14.61849,120.98282
882144,36,,14.621290000000002,120.98286
882144,37,,14.624050000000002,120.9829
882144,38,,14.625360000000002,120.98299
882144,39,,14.628430000000002,120.98308
882144,40,,14.62914,120.98279999999998
882144,41,,14.631150000000002,120.98103999999998
882144,42,,14.631940000000002,120.98068999999998
882144,43,,14.632690000000002,120.9808
882144,44,,14.636900000000002,120.98269
882144,45,,14.638440000000005,120.98336
882144,46,,14.644400000000005,120.98357
882144,47,,14.646890000000004,120.98373999999998
882144,48,,14.650230000000002,120.98380999999998
882144,49,,14.656100000000002,120.98399999999998
882144,50,,14.656810000000002,120.98431999999998
882144,51,,14.65715,120.98479
882144,52,,14.65717,120.98526
882144,53,,14.65715,120.98591
882144,54,,14.657190000000002,120.98691999999998
882144,55,,14.657270000000002,120.98901999999998
882144,56,,14.657400000000004,121.00399999999998
882144,57,,14.657620000000003,121.02025999999998
882144,58,,14.657500000000002,121.02199999999998
882144,59,,14.657500000000002,121.02199999999998
882188,0,,14.5339,120.998
882188,1,,14.53486,120.99874
882188,2,,14.53613,120.99975
882188,3,,14.53754,121.00074
882188,4,,14.53823,121.00078
882188,5,,14.5412,121.0002
882188,6,,14.54471,120.99941
882188,7,,14.54778,120.99861
882188,8,,14.55152,120.99775
882188,9,,14.55571,120.99681
882188,10,,14.55779,120.99634
882188,11,,14.56126,120.99561
882188,12,,14.5628,120.99513999999998
882188,13,,14.56419,120.99450999999998
882188,14,,14.5679,120.99281999999998
882188,15,,14.57046,120.99152999999998
882188,16,,14.57297,120.99011
882188,17,,14.57625,120.9882
882188,18,,14.57908,120.98664
882188,19,,14.58198,120.98501
882188,20,,14.58408,120.98382999999998
882188,21,,14.5861,120.98264999999998
882188,22,,14.58713,120.98204999999996
882188,23,,14.58772,120.98212999999996
882188,24,,14.58867,120.98225999999995
882188,25,,14.59177,120.98193999999997
882188,26,,14.5943,120.98116999999996
882188,27,,14.59615,120.98068999999995
882188,28,,14.59764,120.98092999999996
882188,29,,14.59889,120.98133999999996
882188,30,,14.60188,120.98184999999998
882188,31,,14.605300000000002,120.982
882188,32,,14.60939,120.98233
882188,33,,14.61315,120.98263
882188,34,,14.61579,120.98270999999998
882188,35,,14.61849,120.98282
882188,36,,14.621290000000002,120.98286
882188,37,,14.624050000000002,120.9829
882188,38,,14.625360000000002,120.98299
882188,39,,14.628430000000002,120.98308
882188,40,,14.62914,120.98279999999998
882188,41,,14.631150000000002,120.98103999999998
882188,42,,14.631940000000002,120.98068999999998
882188,43,,14.632690000000002,120.9808
882188,44,,14.636900000000002,120.98269
882188,45,,14.638440000000005,120.98336
882188,46,,14.644400000000005,120.98357
882188,47,,14.646890000000004,120.98373999999998
882188,48,,14.650230000000002,120.98380999999998
882188,49,,14.656100000000002,120.98399999999998
882188,50,,14.656810000000002,120.98431999999998
882188,51,,14.65715,120.98479
882188,52,,14.65717,120.98526
882188,53,,14.65715,120.98591
882188,54,,14.657190000000002,120.98691999999998
882188,55,,14.657270000000002,120.98901999999998
882188,56,,14.657400000000004,121.00399999999998
882188,57,,14.657620000000003,121.02025999999998
882188,58,,14.657500000000002,121.02199999999998
882188,59,,14.657500000000002,121.02199999999998
881760,0,,14.6507,120.973
881760,1,,14.6511,120.97400000000002
881760,2,,14.6514,120.97500000000002
881760,3,,14.6517,120.97600000000004
881760,4,,14.6518,120.97800000000002
881760,5,,14.6517,120.97900000000004
881760,6,,14.6517,120.98100000000002
881760,7,,14.6516,120.98200000000004
881760,8,,14.6516,120.98300000000005
881760,9,,14.6516,120.98400000000004
881760,10,,14.6515,120.98600000000005
881760,11,,14.6514,120.98800000000004
881760,12,,14.6513,120.99000000000002
881760,13,,14.6513,120.99300000000002
881760,14,,14.6512,120.99500000000002
881760,15,,14.6526,120.99500000000002
881760,16,,14.6526,120.99500000000002
881761,0,,14.601300000000002,120.98
881761,1,,14.604400000000002,120.979
881761,2,,14.606000000000002,120.98
881761,3,,14.608000000000002,120.98
881761,4,,14.608900000000002,120.981
881761,5,,14.611000000000002,120.981
881761,6,,14.611800000000002,120.98
881761,7,,14.613200000000004,120.98
881761,8,,14.613300000000002,120.979
881761,9,,14.613900000000005,120.977
881761,10,,14.614700000000004,120.975
881761,11,,14.616100000000005,120.976
881761,12,,14.616100000000005,120.976
880869,0,,14.5376,121.001
880869,1,,14.538850000000002,121.0123
880869,2,,14.54009,121.01659
880869,3,,14.5421,121.02
880869,4,,14.5492,121.028
880869,5,,14.5541,121.034
880869,6,,14.55991,121.04093
880869,7,,14.56282,121.04402
880869,8,,14.56448,121.04487
880869,9,,14.5666,121.04543
880869,10,,14.56817,121.04595
880869,11,,14.569879999999998,121.04646
880869,12,,14.571209999999995,121.04702
880869,13,,14.572899999999995,121.048
880869,14,,14.580999999999998,121.054
880869,15,,14.587939999999998,121.05693
880869,16,,14.593009999999998,121.05831
880869,17,,14.597579999999995,121.05980999999998
880869,18,,14.598869999999996,121.05988999999998
880869,19,,14.601229999999996,121.05933999999998
880869,20,,14.607209999999997,121.05684999999998
880869,21,,14.619399999999995,121.051
880869,22,,14.631589999999996,121.04556
880869,23,,14.635289999999996,121.04333
880869,24,,14.642469999999996,121.03878
880869,25,,14.651769999999996,121.03234
880869,26,,14.651729999999995,121.0323
880869,27,,14.651769999999996,121.03234
880869,28,,14.651769999999996,121.03234
882062,0,,14.5376,121.001
882062,1,,14.538850000000002,121.0123
882062,2,,14.54009,121.01659
882062,3,,14.5421,121.02
882062,4,,14.5492,121.028
882062,5,,14.5541,121.034
882062,6,,14.55991,121.04093
882062,7,,14.56282,121.04402
882062,8,,14.56448,121.04487
882062,9,,14.5666,121.04543
882062,10,,14.56817,121.04595
882062,11,,14.569879999999998,121.04646
882062,12,,14.571209999999995,121.04702
882062,13,,14.572899999999995,121.048
882062,14,,14.580999999999998,121.054
882062,15,,14.587939999999998,121.05693
882062,16,,14.593009999999998,121.05831
882062,17,,14.597579999999995,121.05980999999998
882062,18,,14.598869999999996,121.05988999999998
882062,19,,14.601229999999996,121.05933999999998
882062,20,,14.607209999999997,121.05684999999998
882062,21,,14.619399999999995,121.051
882062,22,,14.631589999999996,121.04556
882062,23,,14.635289999999996,121.04333
882062,24,,14.642469999999996,121.03878
882062,25,,14.651769999999996,121.03234
882062,26,,14.651729999999995,121.0323
882062,27,,14.651769999999996,121.03234
882062,28,,14.651769999999996,121.03234
CAR_SHAPE_0,0,,14.6568,120.9836
CAR_SHAPE_0,1,,14.6484,120.9923
CAR_SHAPE_0,2,,14.6449,121.0063
CAR_SHAPE_0,3,,14.653,121.0323
CAR_SHAPE_0,4,,14.6414,121.0268
CAR_SHAPE_0,5,,14.6331,121.034
CAR_SHAPE_0,6,,14.6238,121.0521
CAR_SHAPE_0,7,,14.6174,121.0611
CAR_SHAPE_0,8,,14.5875,121.0572
CAR_SHAPE_0,9,,14.5803,121.0539
CAR_SHAPE_0,10,,14.5694,121.0471
CAR_SHAPE_0,11,,14.56,121.0447
CAR_SHAPE_0,12,,14.5513,121.0334
CAR_SHAPE_0,13,,14.5495,121.028
CAR_SHAPE_0,14,,14.545,121.0205
CAR_SHAPE_0,15,,14.5384,121.0013
CAR_SHAPE_0,16,,14.5271,121.0001
CAR_SHAPE_0,17,,14.5131,120.9921
CAR_SHAPE_1,0,,14.5131,120.9921
CAR_SHAPE_1,1,,14.5271,121.0001
CAR_SHAPE_1,2,,14.5384,121.0013
CAR_SHAPE_1,3,,14.545,121.0205
CAR_SHAPE_1,4,,14.5495,121.028
CAR_SHAPE_1,5,,14.5513,121.0334
CAR_SHAPE_1,6,,14.56,121.0447
CAR_SHAPE_1,7,,14.5694,121.0471
CAR_SHAPE_1,8,,14.5803,121.0539
CAR_SHAPE_1,9,,14.5875,121.0572
CAR_SHAPE_1,10,,14.6174,121.0611
CAR_SHAPE_1,11,,14.6238,121.0521
CAR_SHAPE_1,12,,14.6331,121.034
CAR_SHAPE_1,13,,14.6414,121.0268
CAR_SHAPE_1,14,,14.653,121.0323
CAR_SHAPE_1,15,,14.6449,121.0063
CAR_SHAPE_1,16,,14.6484,120.9923
CAR_SHAPE_1,17,,14.6568,120.9836
